,title,price,description,date_posted,address,url,parking,date d'emménagement,animals,area
54,2MOIS GRATUITS-Studio rénové à louer-Renovated Bachelor For Rent,1087.0,"L'Esplanade Appartements est à quelques minutes de plusieurs grandes universités et offre un accès rapide à lune des rues les plus animées de Montréal, la rue Sainte-Catherine. Les appartements de la propriété sont récemment rénovés avec de généreuses fenêtres, des appareils électroménagers en acier inoxydable et de beaux comptoirs en quartz. L'Esplanade Appartements offre des commodités et des services comme le Wi-Fi gratuits inclus dans votre bail, une salle dexercice bien équipée, salle de fête et terrasse sur le toit Ainsi, le logement vous permet de jouir dun mode de vie paisible tout en ayant une accessibilité sans égal à la vie urbaine.",2023-07-11 16:02:00,"1420 rue Towers, Montréal, QC, H2H 2C9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2mois-gratuits-studio-renove-a-louer-renovated-bachelor-for-rent/1626215505,0,,Oui,Non disponible
55,3 électro et internet WIFI inclus Studio Plateau Laurier,1050.0,"Le 5240 rue Berri, Montreal
2 minutes de marche Station Laurier
semi meublé
Bail 12 mois
Internet Wifi inclus dans la location
Chauffage et électricité non incluse
eau chaude incluse
Merci de contacter Mathieu par texto ou message courriel WhatsApp. Merci de mentionner votre numéro de téléphone lors de vos messages et demande de visite 514-231-8871",2023-07-11 15:28:00,"5240 Rue Berri, Montréal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-electro-et-internet-wifi-inclus-studio-plateau-laurier/1663080982,0,2023-06-15 00:00:00,Limité,350
56,Montreal Bach Apartment for Rent - 395 Boulevard Cote-Vertu,1013.0,Current Promotions,2023-07-11 14:10:00,"395 Boulevard Cote-Vertu, Saint-Laurent, QC, H4N 1E6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/montreal-bach-apartment-for-rent-395-boulevard-cote-vertu/1663247884,0,,Oui,Non disponible
57,Cote-Vertu Bachelor Apartment for Rent - 1105 Boul Jules Poitras,1020.0,Current Promotions,2023-07-11 12:41:00,"1105 Boul Jules Poitras, Saint-Laurent, QC, H4N 1X6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cote-vertu-bachelor-apartment-for-rent-1105-boul-jules-poitras/1663248089,0,,Oui,Non disponible
58,métro joliette aout 2023,1065.0,,2023-07-11 12:18:00,"3471 rue ontario est est apt 2, nmontreal, QC, H1W 1R4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-joliette-aout-2023/1665805446,0,2023-08-01 00:00:00,Non,Non disponible
59,Studio downtown all included!,1185.0,** English follows,2023-07-11 10:20:00,"Boulevard René-Lévesque O, Montréal, QC H3G 0G9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-downtown-all-included/1665787153,0,2023-07-15 00:00:00,Non,325
60, EN ATTENTE - Appartement  à louer dans Rosemont - 625$/mois,625.0,"VISITES COMPLÈTES. EN ATTENTE
Dû au fort intérêt je ne peux plus prendre de visites ou répondre à tous les messages.
Appartement studio à louer dans Rosemont, H1X 2P6.
625$ par mois
Disponible à partir du 1er août
Comprends:
Chauffage
Réfrigérateur et four
Laveuse et sécheuse partagée dans le sous-sol de l’immeuble
Électricité environ 20$ par mois
Possibilité d’avoir internet haute vitesse avec l’immeuble pour environ 50$ par mois
Pas d’animaux permis
Enquête de crédit au coût de 60$
Visite sur rendez-vous.
Envoyez une courte description de vous s’il vous plaît.",2023-07-11 00:34:00,"18e Avenue, Montréal, H1X 2P6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/en-attente-appartement-a-louer-dans-rosemont-625-mois/1665772978,0,2023-08-01 00:00:00,Non,1
61,Renovated Studio in the Triangle,975.0,"- 10 minutes à pied du métro Plamondon
- Près des autobus 124, 161, 368 et autres
- Idéal pour les étudiants, les nouveaux arrivants ou les jeunes professionnels
- En face de Marche PA et Starbucks
- Fraîchement peint
- Lumières encastrables
- Nouveaux électroménagers en acier inoxydable
- Chauffage et eau chaude inclus
- Dernier étage
- Concierge",2023-07-10 23:46:00,"Avenue de Courtrai, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-studio-in-the-triangle/1665781481,0,2023-07-10 00:00:00,Limité,350
62,Completely New Studio penthouse ,1280.0,"Libre maintenant vient juste d’être terminé , situé sur le plateau à 4 min du métro laurier, de l'arrêt 51 pour l'Université de Montréal, a quelque pas de des magasins, Bixis, du mont-royal, du night Life de St-Laurent et St-Denis, des restos mondains de Laurier. Dans un immeuble de béton, chauffé a l'eau chaude pour un atmosphère douillet. Un vrai bijoux, Fraichement renové avec des matériaux de qualités supérieur initialement pour le propriétaire, avec gout et professionalisme. Vue imprenable et Balcon pour bruncher sur Montreal & Mont-Royal ! Ce studio PENTHOUSE 1 1/2 vous charmera au premier coup d'oeil. Immeuble tranquille, securitaire 24/7, buanderie neuve et abordable, stationnement bicyclette interieur inclus! Avis visite sur rendez vous seulement !!! Pour 1280.00 inclus eau chaude & chauffage et nouveaux électros Communiquer avec moi au 514-804-2518 ",2023-07-10 22:57:00,"Bd Saint-Joseph E, Montréal, QC H2T 1H7",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/completely-new-studio-penthouse/1664082020,0,2023-07-01 00:00:00,Non,370
63,Studio plateau near st-laurent - ID 2823,1125.0,,2023-07-12 21:16:00,"25 Avenue des Pins O, Montreal, QC, H2W 1P8",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-plateau-near-st-laurent-id-2823/1663248591,0,2023-08-01 00:00:00,Oui,250
64,Logement à louer,672.0,"affichage de l'annonce en date du : 2023-07-10
prise en pose du logement : j'ai indiqué le 1 septembre possibilité plus tôt
Logement à aire ouvert simple à prix abordable
Électro inclus ainsi que certains mobiliers
Service de conciergerie
Localisation parfaite entre la rive nord et le centre ville de Montréal
- épicerie / Pharmaprix et autres 2 min à pied
- plusieurs autobus au coin de la rue
- métro sauvé et Henri Bourassa 10m à pied",2023-07-10 21:01:00,"Montréal, QC H3B",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-a-louer/1665765955,0,2023-09-01 00:00:00,Non,500
65,studio for rent,785.0,"nice studio near station of Laurier 3 minutes walk BIXI beside the building groceries stores. you should be qualified for reference checks (solvency, ability to pay, good credit record, demonstrable income, significant and positive rental references, behavior, etc.) $785.",2023-07-10 19:45:00,"Montreal, QC H2J 2S4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-for-rent/1665757917,1,2023-09-01 00:00:00,Non,10
66,Verdun 2 1/2 Metro Lasalle / Metro de l'Église,975.0,"*english will follow*
Complexe Troy-Allen : 2 ½ à Verdun, 5min à pied du métro Lasalle et de L’Église, de l’épicerie, de l’hôpital, du parc près du fleuve et de la Promenade Wellington, 1er étage, aire ouverte style « loft », planchers de bois, lumineux, 2 grands garde-robes, balcon, buanderie dans l’immeuble, service de conciergerie 24/7, le locataire doit avoir une assurance habitation pour signer le bail
Dimensions approx. de la pièce :
14 x 22’
INCLUS: réfrigérateur, cuisinière, chauffage, eau chaude
À louer pour 1er aout ou 1er septembre
Appels ou textos au 438-876-8476
!!! PAS DE COURRIELS SVP !!!
NOTE:*Photos a titre indicatif seulement (logement semblable dans le même immeuble)
*english*
Troy-Allen complex: 2 ½ in Verdun, 5min from metro Lasalle and de l’Eglise station, supermarket, hospital and Wellington street, park near marina, 1rst floor, open living room/bedroom, hardwood floors, freshly painted, bright, 2 large closets, balcony, access to laundry, 24/7 concierge, tenant must have a home insurance to sign the lease
Room size:
14 x 22’
INCLUDED: fridge, stove, heating & hot water
Available for 1rst august or 1rst september
Call or text to 438-876-8476 from 9A.M. to 6P.M.
!!! NO EMAIL !!!",2023-07-10 19:42:00,"Rue Allen, Verdun, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/verdun-2-1-2-metro-lasalle-metro-de-leglise/1663879328,0,2023-09-01 00:00:00,Non,400
67,Studio For Rent at FARO - 1825 Ste Rose Street,1010.0,"Each of our spacious and naturally lit studio, 1-bedroom and 2-bedroom rental suites comes equipped with stainless steel appliances, vinyl flooring, and newly renovated balconies. Our on-site professional management team will make sure all your needs are met.",2023-07-10 19:36:00,"1825 Ste Rose Street, Montréal, QC, H2K 4M1",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-for-rent-at-faro-1825-ste-rose-street/1665752752,0,2023-08-02 00:00:00,Oui,364
68,Westmount apt. Dans une maison pierre magnifique  disponible,1100.0,"Studio apt. renové au rez-de-chausse d’une maison magnifique en pierre, situe dans le cartier le plus prestigieux de Montreal . Elle est bien éclaré. . Charmant et tranquille et securite , include chauffage, et electricite . Internet Helix disponible avec frais . Equippe avec poèle , refrigérateur. une lit double et un bureau tres large . Proximté de épicerie et banque ,10 min.du metro Vendome et Super hopitale. Idéal pour une personne seule. Non-fumeur, pas d’animaux. 15 min. pour aller universite McGill avec bus. Date de disponible 1er Juillet
Veuillez communiquer avec 514 924 7445",2023-07-10 18:24:00,"Montréal, QC H3X 1V8",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/westmount-apt-dans-une-maison-pierre-magnifique-disponible/1659672684,0,2023-07-01 00:00:00,Non,400
69,Chambre à louer dans maison de chambres,585.0,"Chambre à louer dans maison de chambre. WC partagé avec un autre locataire. Entièrement meublée, internet et tous frais compris. Frigidaire et lavabo dans la chambre. Location à la semaine possible. Chambre propre et rénovée. 585/mois. Photos à venir. Communiquez par couriel : iphigenie.inc@gmail.com",2023-07-10 17:33:00,"7184 Avenue de Lorimier, Montréal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/chambre-a-louer-dans-maison-de-chambres/1665742644,0,2023-07-10 00:00:00,Non,100
70,Tout inclus,999.0,"Belle pièce à air ouvert avec cuisine et une salle de bain. Un endroit bien éclairer dans un quartier résidentiel et près de toute commodité. Pour des personnes tranquilles et absolument non-fumeur. Meilleure façon de Contacter, appelez Michel : 514 553 5311",2023-07-10 15:44:00,"Montréal, QC H1M 3K5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tout-inclus/1665729527,0,2023-07-14 00:00:00,Limité,600
71,"Studio près du HEC, Brébeuf, Hôpitaux",900.0,,2023-07-10 14:42:00,"3270 goyer, montreal, QC, H3S 2T6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-pres-du-hec-brebeuf-hopitaux/1665718509,0,2023-07-10 00:00:00,Limité,250
72,Gorgeous New Furnished Studio (11/2),995.0,Gorgeous New Furnished Studio (11/2),2023-07-10 14:42:00,"3400 Avenue Linton, montreal, QC, H3S 1T2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/gorgeous-new-furnished-studio-11-2/1665718503,0,2023-07-10 00:00:00,Limité,250
73,"Grand studio près du HEC, Brébeuf, Hôpitaux",975.0,,2023-07-10 14:12:00,"3270 goyer, montreal, QC, H3S 2T6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-studio-pres-du-hec-brebeuf-hopitaux/1665718511,0,2023-08-01 00:00:00,Limité,338
74,"2 1/2 (studio), Cote-des-Neiges, pres E-Montpetit, AOUT",1050.0,"Veuillez svp lire le texte au complet avant de nous contacter, aux coordonnees et selon l'horaire mentionnes:Edifice NON-FUMEUR et les chiens ne sont pas acceptes (peu importe la taille)!Appartement 2 1/2 (studio), sur Cote-des-Neiges, pres d'Edouard-Montpetit",2023-07-10 13:59:00,"5536-38 chemin de la Côte-des-Neiges, Montréal, QC, H3T 1Y9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-studio-cote-des-neiges-pres-e-montpetit-aout/1663349213,0,2023-08-01 00:00:00,Non,Non disponible
75,Studio lease transfer from September 2023 (CAD 950),950.0,"Lease transfer for September 1st 2023 (CAD950)
Spacious studio in Westmount, with balcony (view of Mount Royal)
Close to two metro stations: Atwater and Lionel Groulx Appliances included (stove-oven, fridge). Heating included. Hydro is separate and costs about CAD40 for 2 months.
On site washer-dryer
Furniture (bed, mattress, coffee table, table-chairs, microwave, futon) must be purchased for CAD600.
Garage Parking Controlled Access
Elevator
Additional: Credit check and leaser transfer costs are required by the landlord for the transfer
Can do visits starting 14th July.  Please message me for any questions or requests for additional details.",2023-07-10 01:21:00,"Westmount, QC H3Z 1V7",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-lease-transfer-from-september-2023-cad-950/1665666909,1,2023-09-01 00:00:00,Limité,450
76,Fully Renovated Studio's - A louer • For Rent,1100.0,"Appartements studio entièrement rénovés disponibles à la location. Situé à Montréal (Cote-Des-Neiges) avec un accès facile aux transports publics. Disponibles avec balcon et stationnement pour le 1er août 2023 à partir de $1,100/mois. Chauffage, eau chaude, réfrigérateur, lave-vaisselle et cuisinière inclus.",2023-07-09 20:32:00,"Decarie Boulevard, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/fully-renovated-studios-a-louer-for-rent/1665664739,0,2023-08-01 00:00:00,Non,400
77,"to,for rent,downtown Montreal,dj,Westmount,studio,bachelor",1295.0,"Appartement a louer centre ville Montreal,adjacent ,Westmount,Mont RoyalBachelor, studiowith wall A/C",2023-07-09 19:10:00,"3555 Atwater, Montreal, QC, H3H 1Y3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/to-for-rent-downtown-montreal-dj-westmount-studio-bachelor/1659419399,0,2022-09-01 00:00:00,Non,600
78,Studio/Loft meublé sur Plateau Mont-Royal,860.0,"Studio meublé dans l'immeuble de prestige Les-Dauphins-sur-le-Parc qui très bien situé sur le Plateau Mont-Royal, juste en face du Parc Lafontaine. Il y a deux stations de métro (Papineau et Sherbrooke) accessibles à pied à un maximum de 15 minutes de marche.",2023-07-09 19:01:00,"Montreal, QC H2K 4J9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-loft-meuble-sur-plateau-mont-royal/1665654728,0,2023-07-09 00:00:00,Limité,388
79,Bachelor près du métro Crémazie ,990.0,"Magnifique bachelor meublé.
Fait partie d’un duplex situé dans un cartier paisible et proche de tout (métro Crémazie, Marché Central, parcs, restos etc.) ce bel appartement style loft saura combler tous vos besoins. L’appartement est loué complètement meublé avec 5 électroménagers, ustensiles, literie, microonde. Chauffage, l’eau chaude, électricité et WI FI haute vitesse illimité peuvent être également inclus dans le loyer 1100$ par mois. Disponible 15 août. Contactez-nous au 514 5857141 pour des visites ou pour plus d’information
Beautiful bachelor all include
Beautiful and cozy bachelor available 15-08-2023.
Can included in a rent
-heating
-hot and cold water
-electricity
- appliances
Furnitures and bedding
-utensils
-illimited high speed WI FI for 1100$
Neighborhood is quiet, close to Marché Central, Cremazie metro and all services, call at 514 5857141 for get your appointment",2023-07-09 13:55:00,"Rue Saint-Urbain, Montréal, QC H2N 1S8",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bachelor-pres-du-metro-cremazie/1665621911,0,2023-08-15 00:00:00,Non,700
80,"1 1/2 apt., Meublé., pour Non Fumeur,",700.0,"1 1/2 apt a louer,, Meublé 700,$
s.v.p. ne pas demander si c'est disponible, si vous lisez cette annonce cet apt est disponible.
Meublé, tout charge comprises, incluant salle de lavage, 1 place velo seulement sous-sol, balcon excluant connection internet wifi a vos frais.
A deuxpas Parc Lafontaire entre métro Papineau et Sherbrooke
Immeuble de 20 apts Non Fumeur, endroit tres calme,locataires respectueux, propre, bon entretien et sécuritaire.
Pour réponse a votre demande de visite s.v.p ,description vous concernant, que vous recherchez pour quel mois? et que vous pouvez fournir et spécifier références que vous etes en mesure de fournir..
Pour non fumeur seulement, canabis vapotage etc.,t(desolé chat et chien ne sont pas acceptés) personne seule,, propre, calme et respectueux.
Enquete -pré-location et références requises incluant vos antécédent comme locataires et pouvant fournir références tel que spécifiés.
(Meubles comme photos demeure dans apt)",2023-07-08 20:32:00,"Montréal, QC H2L 2T1",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-2-apt-meuble-pour-non-fumeur/1665576385,0,2023-08-01 00:00:00,Non,270
81,LARGE STUDIO NDG PANORAMIC VIEW 14T TH FLOOR UNOBSTRUCTED VIEW,1000.0,"Large beautiful studio apartment Fourteenth floor view panoramic view Indoors swimming pool sauna. Giant walking closet. Bathroom bath and shower. Open concept kitchen. Big balcony....to sublet. DECEMBER 29, TO APRIL 2024 Contact. Henri Chero",2023-07-08 14:13:00,"Sherbrooke Street West, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/large-studio-ndg-panoramic-view-14t-th-floor-unobstructed-view/1657497917,0,2023-12-29 00:00:00,Non,750
82,Condo de type studio,870.0,"Disponible à partir de maintenant. Charmant condo situé à 10 minutes de marche du métro Cadillac. Concept à aire ouverte, situé au sous-sol. Plafond de 11 pieds de hauteur. Très propre. Bonne insonorisation. Tout est fonctionnel.
Le réfrigérateur, le four, la laveuse et la sécheuse sont inclus dans le prix, ainsi que les rideaux. Enquête de crédit obligatoire. Il est possible d’accepter un chat. Nous sommes des personnes respectueuses et nous prenons le temps de lire avec attention chacun de vos messages.
Si vous voyez l’annonce, c’est que c’est disponible, alors pas la peine de le demander.
Avant de planifier une visite, nous aimons prendre le temps d’échanger quelques messages avec vous. Nous aimerions par exemple savoir la date d’occupation que vous recherchez, la raison de votre déménagement, si vous avez des animaux et si vous croyez que l’enquête de crédit qui est obligatoire causera problème.
Au plaisir de discuter avec vous.",2023-07-08 13:16:00,"Montréal, QC H1T 2J9",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-de-type-studio/1665530116,0,2023-07-08 00:00:00,Oui,474
83,Le Shaughnessy - Studio (1.5) Apartment for Rent,1125.0,"Modern living at it's best, Le Shaughnessy is located at the center-point of three metro stations (Atwater, Guy-Concordia and Georges-Vanier), a short walk or ride from Montreal's professional hub. Le Shaughnessy's high-end affordable apartments offer comfort and convenience in an urban oasis opposite the Canadian Center for Architecture and Ernest Cormier Esplanade. Priced Competitively, these studio, bachelor and one-bedroom apartments are not to be missed!",2023-07-08 12:06:00,"1230 Rue du Fort, Montréal, QC, H3H 2B3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-shaughnessy-studio-1-5-apartment-for-rent/1665519751,0,,Non,187
84,Grand 3 1/2 rénové au RDC René-Lévesque Est/Plessis,1100.0,"Grand 3 1/2 au rdc avec entrée indépendante, récemment rénové, face à Radio-Canada, près du CHUM, UQAM, Centre-Ville, Métro et tous les services. Excellent emplacement dans un bel immeuble, quartier effervescent. Disponible immédiatement. Appeler 514 898 8292 pour info ou visite Demandes sérieuses seulement. Références, preuves de revenus et enquête de crédit requises. -------------------------------------------------- Recently renovated ground floor 3 1/2 with own private entry. Perfect for downtown living in a central location, lively neighborhood, near Radio-Canada, CHUM, UQAM, Metro and all amenities. Available immediately. Please call 514 898 8292 to visit. Serious enquiries only. References, proof of income and credit check required.",2023-07-08 11:36:00,"Montréal, QC H2L 2M1",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-3-1-2-renove-au-rdc-rene-levesque-est-plessis/1665524035,0,2023-07-01 00:00:00,Oui,950
85,1100$premium studio with bathroom and shower+breakfast+gym,1100.0,"Studio in the heart of downtown Montreal, leasing until the end of August. Comes with breakfast included in the downstairs cafeteria, along with a free-to-use 24-hour gym and laundry machines. 24-hour security and lobby are always open. Studio located in the Campus 1 building for 1100$ per month is a steal. Fully furnished with a large bed, a desk, 2-night tables, a couch, a metal chair, and led lights on the roof.",2023-07-12 23:06:00,"420 Sherbrooke Street West, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1100-premium-studio-with-bathroom-and-shower-breakfast-gym/1662619573,0,2023-06-22 00:00:00,Non,300
86,Studio au Centre-Ville - Metro Place-des-Arts,950.0,Vivez dans un excellent emplacement au centre-ville de Montréal. À proximité du campus McGill et de l'avenue du Parc. À 10 min à pied du pied du parc du Mont-Royal.On a plusieurs studio disponible. Faites un visite!,2023-07-07 19:59:00,"175 Sherbrooke O, Montreal, QC, H2X 1X5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-au-centre-ville-metro-place-des-arts/1660164546,0,2023-06-01 00:00:00,Limité,500
87,Studio dispo MAINTENANT - St-Urbain - Metro PLACE DES ARTS,1050.0,Vivez dans un excellent emplacement au centre-ville de Montréal. À proximité du campus McGill et de l'avenue du Parc. À 10 min à pied du pied du parc du Mont-Royal.,2023-07-07 19:59:00,"175 Sherbrooke O, Montreal, QC, H2X 1X5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-dispo-maintenant-st-urbain-metro-place-des-arts/1660929297,0,2023-05-01 00:00:00,Limité,500
88,Studio DOWNTOWN - Available Now - Milton Park,930.0,,2023-07-07 19:59:00,"3450 Hutchison, Montreal, QC, H2X 2G6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-downtown-available-now-milton-park/1647844551,0,2023-05-01 00:00:00,Limité,Non disponible
89,"rent,ST-LÉONARD,CONDO,bachelorto,studio,21/2,21/2,OCTOBRE 2023",1100.0,RENT A NEW APARTMENT? 1 MONTH FREE on signing leases of 12 months and more!,2023-07-12 23:30:00,"8550 Viau, Saint Leonard, QC, H1R 0E5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rent-st-leonard-condo-bachelorto-studio-21-2-21-2-octobre-2023/1654701588,0,2023-10-01 00:00:00,Non,Non disponible
90,Renovated Studio in the Triangle,975.0,"- 10 minutes à pied du métro Plamondon
- Près des autobus 124, 161, 368 et autres
- Idéal pour les étudiants, les nouveaux arrivants ou les jeunes professionnels
- En face de Marche PA et Starbucks
- Fraîchement peint
- Lumières encastrables
- Nouveaux électroménagers en acier inoxydable
- Chauffage et eau chaude inclus
- Dernier étage
- Concierge",2023-07-10 23:46:00,"Avenue de Courtrai, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renovated-studio-in-the-triangle/1665781481,0,2023-07-10 00:00:00,Limité,350
91,"for,to rent,downtown,Montreal,McGill,studio,21/2,september",1225.0,"Studio to rent in Downtown, near McGill.Only one available for september 2023Prestigious building located on the prestigious Avenue du Docteur-Penfield in downtown Montreal, near McGill University in the Ville-Marie borough.",2023-07-12 22:02:00,"1530 DR PENFIELD, Montreal, QC, H3G 1C1",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/for-to-rent-downtown-montreal-mcgill-studio-21-2-september/1661635046,0,2023-09-01 00:00:00,Non,360
92,"to,for rent,downtown Montreal,dj,Westmount,studio,bachelor",1295.0,"Appartement a louer centre ville Montreal,adjacent ,Westmount,Mont RoyalBachelor, studiowith wall A/C",2023-07-09 19:10:00,"3555 Atwater, Montreal, QC, H3H 1Y3",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/to-for-rent-downtown-montreal-dj-westmount-studio-bachelor/1659419399,0,2022-09-01 00:00:00,Non,600
93,1100$premium studio with bathroom and shower+breakfast+gym,1100.0,"Studio in the heart of downtown Montreal, leasing until the end of August. Comes with breakfast included in the downstairs cafeteria, along with a free-to-use 24-hour gym and laundry machines. 24-hour security and lobby are always open. Studio located in the Campus 1 building for 1100$ per month is a steal. Fully furnished with a large bed, a desk, 2-night tables, a couch, a metal chair, and led lights on the roof.",2023-07-12 23:06:00,"420 Sherbrooke Street West, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1100-premium-studio-with-bathroom-and-shower-breakfast-gym/1662619573,0,2023-06-22 00:00:00,Non,300
94,Studio au Centre-Ville - Metro Place-des-Arts,950.0,Vivez dans un excellent emplacement au centre-ville de Montréal. À proximité du campus McGill et de l'avenue du Parc. À 10 min à pied du pied du parc du Mont-Royal.On a plusieurs studio disponible. Faites un visite!,2023-07-07 19:59:00,"175 Sherbrooke O, Montreal, QC, H2X 1X5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-au-centre-ville-metro-place-des-arts/1660164546,0,2023-06-01 00:00:00,Limité,500
95,Studio dispo MAINTENANT - St-Urbain - Metro PLACE DES ARTS,1050.0,Vivez dans un excellent emplacement au centre-ville de Montréal. À proximité du campus McGill et de l'avenue du Parc. À 10 min à pied du pied du parc du Mont-Royal.,2023-07-07 19:59:00,"175 Sherbrooke O, Montreal, QC, H2X 1X5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-dispo-maintenant-st-urbain-metro-place-des-arts/1660929297,0,2023-05-01 00:00:00,Limité,500
96,Studio a louer - Milton Park - Metro Place des Arts,900.0,,2023-07-07 19:59:00,"3450 Hutchison, Montreal, QC, H2X 2G6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-a-louer-milton-park-metro-place-des-arts/1650649371,0,2023-05-01 00:00:00,Limité,Non disponible
97,Studio DOWNTOWN - Available Now - Milton Park,930.0,,2023-07-07 19:59:00,"3450 Hutchison, Montreal, QC, H2X 2G6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-downtown-available-now-milton-park/1647844551,0,2023-05-01 00:00:00,Limité,Non disponible
98,Studio DOWNTOWN - Available Now - ATWATER,1085.0,,2023-07-07 19:59:00,"1180 Rue Du Fort, Montreal, QC, H3H 2B4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-downtown-available-now-atwater/1647845007,0,2023-05-01 00:00:00,Limité,Non disponible
99,Studio DOWNTOWN - Available July - Metro ATWATER,950.0,"*English will follow*Notre immeuble sur la rue du Fort est parfaitement localisé, proche de toutes les commodités : place Alexis Nihon, Adonis, supermarché PA, marché Atwater, pharmacies, cliniques, musée et encore plus de lieux de divertissements. Profitez du soleil sur les belles terrasses des cafés et restaurants de la rue Sainte Catherine.",2023-07-07 19:59:00,"1190 Du Fort, Montreal, QC, H3H 2B5",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-downtown-available-july-metro-atwater/1658117714,0,2023-07-01 00:00:00,Limité,455
100,NDG 1 Large Studio - Steps to Concordia (Loyola),975.0,"Large, bright, cozy, studio, 100m to Concordia - Loyola campus, with bus and commuter train stops around the corner (Sherbrooke and Ave. Patricia), Laundry room in the building, utilities and wifi included. - Available August 1. For further information and appointment call or text 514-434-3689 (DO NO EMAIL responses through kijiji).",2023-07-07 17:27:00,"Montreal, QC H4B 1Z1",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ndg-1-large-studio-steps-to-concordia-loyola/1665464552,0,2023-08-01 00:00:00,Non,500
101,"2 ½ rénové, bien placé",975.0,,2023-07-07 14:30:00,"3270 goyer, montreal, QC, H3S 2T6",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-renove-bien-place/1665443708,0,2023-08-01 00:00:00,Limité,350
102,"2 1/2 Condo Style, Semi-Furnished, in Brossard $1,050",1050.0,"Immeuble propre, calme, quartier magnifique, surintendant(e) sur place. Magnifiquement rénové, ensoleillé, appartements spacieux, semi-meublés avec réfrigérateur et poêle. Immeuble sécurisé avec camérasà deux pas de dix30.",2023-07-07 00:08:00,"7725 Ave. Trahan, Brossard, QC, J4W 2Y4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-condo-style-semi-furnished-in-brossard-1-050/1659199826,1,,Non,Non disponible
103,Studio meublé à 2 min du métro PieIX et Viau,1250.0,-- English below --,2023-07-06 21:42:00,"Montreal, QC H1V 3S4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-meuble-a-2-min-du-metro-pieix-et-viau/1665395682,1,2023-07-06 00:00:00,Oui,530
104,*Studio Meublé appartement 409 – Disponible 1er Juillet,1045.0,Studio Meublé appartement 409  Disponible 1er Juillet,2023-07-06 00:06:00,"1980 St Catherine Est, Montreal, QC, H2K 2H7",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-meuble-appartement-409-disponible-1er-juillet/1662274753,0,2023-06-01 00:00:00,Limité,Non disponible
