,title,price,description,date_posted,address,url,parking,date d'emménagement,animals,area,location_type,location,sublocality,postal_code
43,Furnished studio for rent/studio meublé à louer- NDG,920.0,"Very charming, spacious, recently renovated and furnished studio on ground floor. Proximity to Glen Hospital, Highways, St Henri. Park Georges-Saint-Pierre around the corner. 10 min walk from Vendome metro (2 min by bus). Electricity at the charge of the tenants. Very easy parking on the street. Available for October 1st.
Included:
- sofa, bed, storage units, table + tall stools, TV,
- kitchen appliances and utensils
- washing machine and dryer shared with first floor tenants.",2023-07-11 16:56:00,"Montreal, QC H4A, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/furnished-studio-for-rent-studio-meuble-a-louer-ndg/1665839495,0,2023-07-01 00:00:00,0,650.0,APPROXIMATE,"{'lat': 45.4715012, 'lng': -73.61410289999999}",,H4A
44,Apartment/studio,1000.0,STUDIO tour inclut 1000$ disponible,2023-07-11 16:46:00,"Montreal, QC H2P 1Y8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/apartment-studio/1665838416,0,2023-08-01 00:00:00,0,270.0,APPROXIMATE,"{'lat': 45.5484948, 'lng': -73.6312858}",Villeray—Saint-Michel—Parc-Extension,H2P 1Y8
45,2 1/2 LONGUEUIL SEMI MEUBLÉ DISPO. IMMÉDIATEMENT ,860.0,"Beau 2 ½ LONGUEUIL, disponible immédiatement, NON FUMEUR, PAS D ANIMAUX ; 514 605 5418 , demi sous-sol d'un triplex, chez le propriétaire, poele, frigidaire, laveuse et sécheuse , table avec deux Chaises , rideau inclus, stationnement inclus l’hiver , cabanon partagé, terrain partagé, eau chaude inclus. ÉLECTRICITÉ À LA CHARGE DU LOCATAIRE.
Recherche personne tranquille, une enquête complète sera faite
Richard
514-605-5418
",2023-07-11 16:28:00,"Longueuil, QC J4L 2R5, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/2-1-2-longueuil-semi-meuble-dispo-immediatement/1665836509,1,2023-07-11 00:00:00,0,1.0,APPROXIMATE,"{'lat': 45.51257409999999, 'lng': -73.46942200000001}",Longueuil,J4L 2R5
46,Studio 11/2 à proximité du métro Laurier,710.0,"(English below, updated)
juste ""Je suis intéressé"" sera ignoré",2023-07-11 16:10:00,"Montreal, QC H2J 3Z7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-11-2-a-proximite-du-metro-laurier/1665834586,0,2023-08-01 00:00:00,0,700.0,APPROXIMATE,"{'lat': 45.5283691, 'lng': -73.5880533}",Le Plateau-Mont-Royal,H2J 3Z7
47,2MOIS GRATUITS-Studio rénové à louer-Renovated Bachelor For Rent,1087.0,"L'Esplanade Appartements est à quelques minutes de plusieurs grandes universités et offre un accès rapide à lune des rues les plus animées de Montréal, la rue Sainte-Catherine. Les appartements de la propriété sont récemment rénovés avec de généreuses fenêtres, des appareils électroménagers en acier inoxydable et de beaux comptoirs en quartz. L'Esplanade Appartements offre des commodités et des services comme le Wi-Fi gratuits inclus dans votre bail, une salle dexercice bien équipée, salle de fête et terrasse sur le toit Ainsi, le logement vous permet de jouir dun mode de vie paisible tout en ayant une accessibilité sans égal à la vie urbaine.",2023-07-11 16:02:00,"1420 R. Towers, Montréal, QC H3H, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2mois-gratuits-studio-renove-a-louer-renovated-bachelor-for-rent/1626215505,0,,2,,RANGE_INTERPOLATED,"{'lat': 45.4924718, 'lng': -73.5816212}",Ville-Marie,H3H
48,3 électro et internet WIFI inclus Studio Plateau Laurier,1050.0,"Le 5240 rue Berri, Montreal
2 minutes de marche Station Laurier
semi meublé
Bail 12 mois
Internet Wifi inclus dans la location
Chauffage et électricité non incluse
eau chaude incluse
Merci de contacter Mathieu par texto ou message courriel WhatsApp. Merci de mentionner votre numéro de téléphone lors de vos messages et demande de visite 514-231-8871",2023-07-11 15:28:00,"5240 Rue Berri, Montréal, QC H2J 1B9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-electro-et-internet-wifi-inclus-studio-plateau-laurier/1663080982,0,2023-06-15 00:00:00,1,350.0,ROOFTOP,"{'lat': 45.528943, 'lng': -73.59076329999999}",Le Plateau-Mont-Royal,H2J 1B9
49,Montreal Bach Apartment for Rent - 395 Boulevard Cote-Vertu,1013.0,Current Promotions,2023-07-11 14:10:00,"395 Boulevard Cote Vertu Ouest, Saint-Laurent, QC H4N, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/montreal-bach-apartment-for-rent-395-boulevard-cote-vertu/1663247884,0,,2,,ROOFTOP,"{'lat': 45.52634130000001, 'lng': -73.67080659999999}",Saint-Laurent,H4N
50,Cote-Vertu Bachelor Apartment for Rent - 1105 Boul Jules Poitras,1020.0,Current Promotions,2023-07-11 12:41:00,"1105 Bd Jules-Poitras, Saint-Laurent, QC H4N 1X6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cote-vertu-bachelor-apartment-for-rent-1105-boul-jules-poitras/1663248089,0,,2,,ROOFTOP,"{'lat': 45.526622, 'lng': -73.67194889999999}",Saint-Laurent,H4N 1X6
51,métro joliette aout 2023,1065.0,,2023-07-11 12:18:00,"3471 Rue Ontario E #2, Montréal, QC H1W 1R4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/metro-joliette-aout-2023/1665805446,0,2023-08-01 00:00:00,0,,ROOFTOP,"{'lat': 45.5439322, 'lng': -73.5456894}",Mercier-Hochelaga-Maisonneuve,H1W 1R4
52,Studio downtown all included!,1185.0,** English follows,2023-07-11 10:20:00,"Boulevard René-Lévesque O, Montréal, QC H3G, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-downtown-all-included/1665787153,0,2023-07-15 00:00:00,0,325.0,GEOMETRIC_CENTER,"{'lat': 45.4966265, 'lng': -73.5724088}",,H3G
53, EN ATTENTE - Appartement  à louer dans Rosemont - 625$/mois,625.0,"VISITES COMPLÈTES. EN ATTENTE
Dû au fort intérêt je ne peux plus prendre de visites ou répondre à tous les messages.
Appartement studio à louer dans Rosemont, H1X 2P6.
625$ par mois
Disponible à partir du 1er août
Comprends:
Chauffage
Réfrigérateur et four
Laveuse et sécheuse partagée dans le sous-sol de l’immeuble
Électricité environ 20$ par mois
Possibilité d’avoir internet haute vitesse avec l’immeuble pour environ 50$ par mois
Pas d’animaux permis
Enquête de crédit au coût de 60$
Visite sur rendez-vous.
Envoyez une courte description de vous s’il vous plaît.",2023-07-11 00:34:00,"18e Ave, Montréal, QC H1X 2P6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/en-attente-appartement-a-louer-dans-rosemont-625-mois/1665772978,0,2023-08-01 00:00:00,0,1.0,GEOMETRIC_CENTER,"{'lat': 45.5569863, 'lng': -73.5736939}",,H1X 2P6
54,Completely New Studio penthouse ,1280.0,"Libre maintenant vient juste d’être terminé , situé sur le plateau à 4 min du métro laurier, de l'arrêt 51 pour l'Université de Montréal, a quelque pas de des magasins, Bixis, du mont-royal, du night Life de St-Laurent et St-Denis, des restos mondains de Laurier. Dans un immeuble de béton, chauffé a l'eau chaude pour un atmosphère douillet. Un vrai bijoux, Fraichement renové avec des matériaux de qualités supérieur initialement pour le propriétaire, avec gout et professionalisme. Vue imprenable et Balcon pour bruncher sur Montreal & Mont-Royal ! Ce studio PENTHOUSE 1 1/2 vous charmera au premier coup d'oeil. Immeuble tranquille, securitaire 24/7, buanderie neuve et abordable, stationnement bicyclette interieur inclus! Avis visite sur rendez vous seulement !!! Pour 1280.00 inclus eau chaude & chauffage et nouveaux électros Communiquer avec moi au 514-804-2518 ",2023-07-10 22:57:00,"Bd Saint-Joseph E, Montréal, QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/completely-new-studio-penthouse/1664082020,0,2023-07-01 00:00:00,0,370.0,GEOMETRIC_CENTER,"{'lat': 45.5392266, 'lng': -73.5757234}",,
55,Studio plateau near st-laurent - ID 2823,1125.0,,2023-07-12 21:16:00,"25 Av des Pins O, Montréal, QC H2W 1P8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-plateau-near-st-laurent-id-2823/1663248591,0,2023-08-01 00:00:00,2,250.0,ROOFTOP,"{'lat': 45.5148039, 'lng': -73.575501}",Le Plateau-Mont-Royal,H2W 1P8
56,Logement à louer,672.0,"affichage de l'annonce en date du : 2023-07-10
prise en pose du logement : j'ai indiqué le 1 septembre possibilité plus tôt
Logement à aire ouvert simple à prix abordable
Électro inclus ainsi que certains mobiliers
Service de conciergerie
Localisation parfaite entre la rive nord et le centre ville de Montréal
- épicerie / Pharmaprix et autres 2 min à pied
- plusieurs autobus au coin de la rue
- métro sauvé et Henri Bourassa 10m à pied",2023-07-10 21:01:00,"Montreal, QC H3B, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-a-louer/1665765955,0,2023-09-01 00:00:00,0,500.0,APPROXIMATE,"{'lat': 45.49991439999999, 'lng': -73.5689181}",Ville-Marie,H3B
57,studio for rent,785.0,"nice studio near station of Laurier 3 minutes walk BIXI beside the building groceries stores. you should be qualified for reference checks (solvency, ability to pay, good credit record, demonstrable income, significant and positive rental references, behavior, etc.) $785.",2023-07-10 19:45:00,"Montreal, QC H2J 2S4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-for-rent/1665757917,1,2023-09-01 00:00:00,0,10.0,APPROXIMATE,"{'lat': 45.52887459999999, 'lng': -73.58943099999999}",Le Plateau-Mont-Royal,H2J 2S4
58,Verdun 2 1/2 Metro Lasalle / Metro de l'Église,975.0,"*english will follow*
Complexe Troy-Allen : 2 ½ à Verdun, 5min à pied du métro Lasalle et de L’Église, de l’épicerie, de l’hôpital, du parc près du fleuve et de la Promenade Wellington, 1er étage, aire ouverte style « loft », planchers de bois, lumineux, 2 grands garde-robes, balcon, buanderie dans l’immeuble, service de conciergerie 24/7, le locataire doit avoir une assurance habitation pour signer le bail
Dimensions approx. de la pièce :
14 x 22’
INCLUS: réfrigérateur, cuisinière, chauffage, eau chaude
À louer pour 1er aout ou 1er septembre
Appels ou textos au 438-876-8476
!!! PAS DE COURRIELS SVP !!!
NOTE:*Photos a titre indicatif seulement (logement semblable dans le même immeuble)
*english*
Troy-Allen complex: 2 ½ in Verdun, 5min from metro Lasalle and de l’Eglise station, supermarket, hospital and Wellington street, park near marina, 1rst floor, open living room/bedroom, hardwood floors, freshly painted, bright, 2 large closets, balcony, access to laundry, 24/7 concierge, tenant must have a home insurance to sign the lease
Room size:
14 x 22’
INCLUDED: fridge, stove, heating & hot water
Available for 1rst august or 1rst september
Call or text to 438-876-8476 from 9A.M. to 6P.M.
!!! NO EMAIL !!!",2023-07-10 19:42:00,"Rue Allen, Montréal, QC H4G, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/verdun-2-1-2-metro-lasalle-metro-de-leglise/1663879328,0,2023-09-01 00:00:00,0,400.0,GEOMETRIC_CENTER,"{'lat': 45.4655024, 'lng': -73.5646221}",Verdun,H4G
59,Studio For Rent at FARO - 1825 Ste Rose Street,1010.0,"Each of our spacious and naturally lit studio, 1-bedroom and 2-bedroom rental suites comes equipped with stainless steel appliances, vinyl flooring, and newly renovated balconies. Our on-site professional management team will make sure all your needs are met.",2023-07-10 19:36:00,"1825 Rue Sainte-Rose, Montreal, QC H2K 4M1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-for-rent-at-faro-1825-ste-rose-street/1665752752,0,2023-08-02 00:00:00,2,364.0,ROOFTOP,"{'lat': 45.5226455, 'lng': -73.55121539999999}",Ville-Marie,H2K 4M1
60,Westmount apt. Dans une maison pierre magnifique  disponible,1100.0,"Studio apt. renové au rez-de-chausse d’une maison magnifique en pierre, situe dans le cartier le plus prestigieux de Montreal . Elle est bien éclaré. . Charmant et tranquille et securite , include chauffage, et electricite . Internet Helix disponible avec frais . Equippe avec poèle , refrigérateur. une lit double et un bureau tres large . Proximté de épicerie et banque ,10 min.du metro Vendome et Super hopitale. Idéal pour une personne seule. Non-fumeur, pas d’animaux. 15 min. pour aller universite McGill avec bus. Date de disponible 1er Juillet
Veuillez communiquer avec 514 924 7445",2023-07-10 18:24:00,"Montreal, QC H3X 1V8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/westmount-apt-dans-une-maison-pierre-magnifique-disponible/1659672684,0,2023-07-01 00:00:00,0,400.0,APPROXIMATE,"{'lat': 45.4808421, 'lng': -73.6319158}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3X 1V8
61,Chambre à louer dans maison de chambres,585.0,"Chambre à louer dans maison de chambre. WC partagé avec un autre locataire. Entièrement meublée, internet et tous frais compris. Frigidaire et lavabo dans la chambre. Location à la semaine possible. Chambre propre et rénovée. 585/mois. Photos à venir. Communiquez par couriel : iphigenie.inc@gmail.com",2023-07-10 17:33:00,"7184 Av. De Lorimier, Montréal, QC H2E 2P1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/chambre-a-louer-dans-maison-de-chambres/1665742644,0,2023-07-10 00:00:00,0,100.0,ROOFTOP,"{'lat': 45.5503999, 'lng': -73.60567619999999}",Villeray—Saint-Michel—Parc-Extension,H2E 2P1
62,Tout inclus,999.0,"Belle pièce à air ouvert avec cuisine et une salle de bain. Un endroit bien éclairer dans un quartier résidentiel et près de toute commodité. Pour des personnes tranquilles et absolument non-fumeur. Meilleure façon de Contacter, appelez Michel : 514 553 5311",2023-07-10 15:44:00,"Montreal, QC H1M 3K5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tout-inclus/1665729527,0,2023-07-14 00:00:00,1,600.0,APPROXIMATE,"{'lat': 45.5824783, 'lng': -73.5618056}",Mercier-Hochelaga-Maisonneuve,H1M 3K5
63,"Studio près du HEC, Brébeuf, Hôpitaux",900.0,,2023-07-10 14:42:00,"3270 Rue Goyer, Montréal, QC H3S 1J1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-pres-du-hec-brebeuf-hopitaux/1665718509,0,2023-07-10 00:00:00,1,250.0,ROOFTOP,"{'lat': 45.5054131, 'lng': -73.63425769999999}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3S 1J1
64,Gorgeous New Furnished Studio (11/2),995.0,Gorgeous New Furnished Studio (11/2),2023-07-10 14:42:00,"3400 Av. Linton, Montréal, QC H3S 1T2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/gorgeous-new-furnished-studio-11-2/1665718503,0,2023-07-10 00:00:00,1,250.0,ROOFTOP,"{'lat': 45.5016575, 'lng': -73.62974799999999}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3S 1T2
65,"Grand studio près du HEC, Brébeuf, Hôpitaux",975.0,,2023-07-10 14:12:00,"3270 Rue Goyer, Montréal, QC H3S 1J1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-studio-pres-du-hec-brebeuf-hopitaux/1665718511,0,2023-08-01 00:00:00,1,338.0,ROOFTOP,"{'lat': 45.5054131, 'lng': -73.63425769999999}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3S 1J1
66,"2 1/2 (studio), Cote-des-Neiges, pres E-Montpetit, AOUT",1050.0,"Veuillez svp lire le texte au complet avant de nous contacter, aux coordonnees et selon l'horaire mentionnes:Edifice NON-FUMEUR et les chiens ne sont pas acceptes (peu importe la taille)!Appartement 2 1/2 (studio), sur Cote-des-Neiges, pres d'Edouard-Montpetit",2023-07-10 13:59:00,"38 Chem. de la Côte des Neiges, Montréal, QC H3V, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-studio-cote-des-neiges-pres-e-montpetit-aout/1663349213,0,2023-08-01 00:00:00,0,,RANGE_INTERPOLATED,"{'lat': 45.4950619, 'lng': -73.6038715}",Ville-Marie,H3V
67,Studio lease transfer from September 2023 (CAD 950),950.0,"Lease transfer for September 1st 2023 (CAD950)
Spacious studio in Westmount, with balcony (view of Mount Royal)
Close to two metro stations: Atwater and Lionel Groulx Appliances included (stove-oven, fridge). Heating included. Hydro is separate and costs about CAD40 for 2 months.
On site washer-dryer
Furniture (bed, mattress, coffee table, table-chairs, microwave, futon) must be purchased for CAD600.
Garage Parking Controlled Access
Elevator
Additional: Credit check and leaser transfer costs are required by the landlord for the transfer
Can do visits starting 14th July.  Please message me for any questions or requests for additional details.",2023-07-10 01:21:00,"Westmount, QC H3Z 1V7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-lease-transfer-from-september-2023-cad-950/1665666909,1,2023-09-01 00:00:00,1,450.0,APPROXIMATE,"{'lat': 45.4842519, 'lng': -73.588301}",Westmount,H3Z 1V7
68,Fully Renovated Studio's - A louer • For Rent,1100.0,"Appartements studio entièrement rénovés disponibles à la location. Situé à Montréal (Cote-Des-Neiges) avec un accès facile aux transports publics. Disponibles avec balcon et stationnement pour le 1er août 2023 à partir de $1,100/mois. Chauffage, eau chaude, réfrigérateur, lave-vaisselle et cuisinière inclus.",2023-07-09 20:32:00,"Boulevard Décarie, Montreal, QC H3W, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/fully-renovated-studios-a-louer-for-rent/1665664739,0,2023-08-01 00:00:00,0,400.0,GEOMETRIC_CENTER,"{'lat': 45.4926829, 'lng': -73.6487074}",Côte-Des-Neiges—Notre-Dame-De-Grâce,H3W
69,Studio/Loft meublé sur Plateau Mont-Royal,860.0,"Studio meublé dans l'immeuble de prestige Les-Dauphins-sur-le-Parc qui très bien situé sur le Plateau Mont-Royal, juste en face du Parc Lafontaine. Il y a deux stations de métro (Papineau et Sherbrooke) accessibles à pied à un maximum de 15 minutes de marche.",2023-07-09 19:01:00,"Montreal, QC H2K 4J9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-loft-meuble-sur-plateau-mont-royal/1665654728,0,2023-07-09 00:00:00,1,388.0,APPROXIMATE,"{'lat': 45.5293429, 'lng': -73.56642649999999}",Le Plateau-Mont-Royal,H2K 4J9
70,Bachelor près du métro Crémazie ,990.0,"Magnifique bachelor meublé.
Fait partie d’un duplex situé dans un cartier paisible et proche de tout (métro Crémazie, Marché Central, parcs, restos etc.) ce bel appartement style loft saura combler tous vos besoins. L’appartement est loué complètement meublé avec 5 électroménagers, ustensiles, literie, microonde. Chauffage, l’eau chaude, électricité et WI FI haute vitesse illimité peuvent être également inclus dans le loyer 1100$ par mois. Disponible 15 août. Contactez-nous au 514 5857141 pour des visites ou pour plus d’information
Beautiful bachelor all include
Beautiful and cozy bachelor available 15-08-2023.
Can included in a rent
-heating
-hot and cold water
-electricity
- appliances
Furnitures and bedding
-utensils
-illimited high speed WI FI for 1100$
Neighborhood is quiet, close to Marché Central, Cremazie metro and all services, call at 514 5857141 for get your appointment",2023-07-09 13:55:00,"Rue Saint-Urbain, Montréal, QC H2N 1S8, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bachelor-pres-du-metro-cremazie/1665621911,0,2023-08-15 00:00:00,0,700.0,GEOMETRIC_CENTER,"{'lat': 45.542039, 'lng': -73.6488496}",,H2N 1S8
71,"1 1/2 apt., Meublé., pour Non Fumeur,",700.0,"1 1/2 apt a louer,, Meublé 700,$
s.v.p. ne pas demander si c'est disponible, si vous lisez cette annonce cet apt est disponible.
Meublé, tout charge comprises, incluant salle de lavage, 1 place velo seulement sous-sol, balcon excluant connection internet wifi a vos frais.
A deuxpas Parc Lafontaire entre métro Papineau et Sherbrooke
Immeuble de 20 apts Non Fumeur, endroit tres calme,locataires respectueux, propre, bon entretien et sécuritaire.
Pour réponse a votre demande de visite s.v.p ,description vous concernant, que vous recherchez pour quel mois? et que vous pouvez fournir et spécifier références que vous etes en mesure de fournir..
Pour non fumeur seulement, canabis vapotage etc.,t(desolé chat et chien ne sont pas acceptés) personne seule,, propre, calme et respectueux.
Enquete -pré-location et références requises incluant vos antécédent comme locataires et pouvant fournir références tel que spécifiés.
(Meubles comme photos demeure dans apt)",2023-07-08 20:32:00,"Montreal, QC H2L 2T1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-2-apt-meuble-pour-non-fumeur/1665576385,0,2023-08-01 00:00:00,0,270.0,APPROXIMATE,"{'lat': 45.5267122, 'lng': -73.5629503}",Ville-Marie,H2L 2T1
72,LARGE STUDIO NDG PANORAMIC VIEW 14T TH FLOOR UNOBSTRUCTED VIEW,1000.0,"Large beautiful studio apartment Fourteenth floor view panoramic view Indoors swimming pool sauna. Giant walking closet. Bathroom bath and shower. Open concept kitchen. Big balcony....to sublet. DECEMBER 29, TO APRIL 2024 Contact. Henri Chero",2023-07-08 14:13:00,"Rue Sherbrooke O, Montréal, QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/large-studio-ndg-panoramic-view-14t-th-floor-unobstructed-view/1657497917,0,2023-12-29 00:00:00,0,750.0,GEOMETRIC_CENTER,"{'lat': 45.4815979, 'lng': -73.6004244}",,
73,Condo de type studio,870.0,"Disponible à partir de maintenant. Charmant condo situé à 10 minutes de marche du métro Cadillac. Concept à aire ouverte, situé au sous-sol. Plafond de 11 pieds de hauteur. Très propre. Bonne insonorisation. Tout est fonctionnel.
Le réfrigérateur, le four, la laveuse et la sécheuse sont inclus dans le prix, ainsi que les rideaux. Enquête de crédit obligatoire. Il est possible d’accepter un chat. Nous sommes des personnes respectueuses et nous prenons le temps de lire avec attention chacun de vos messages.
Si vous voyez l’annonce, c’est que c’est disponible, alors pas la peine de le demander.
Avant de planifier une visite, nous aimons prendre le temps d’échanger quelques messages avec vous. Nous aimerions par exemple savoir la date d’occupation que vous recherchez, la raison de votre déménagement, si vous avez des animaux et si vous croyez que l’enquête de crédit qui est obligatoire causera problème.
Au plaisir de discuter avec vous.",2023-07-08 13:16:00,"Montreal, QC H1T 2J9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-de-type-studio/1665530116,0,2023-07-08 00:00:00,2,474.0,APPROXIMATE,"{'lat': 45.57949079999999, 'lng': -73.5615755}",Mercier-Hochelaga-Maisonneuve,H1T 2J9
74,Le Shaughnessy - Studio (1.5) Apartment for Rent,1125.0,"Modern living at it's best, Le Shaughnessy is located at the center-point of three metro stations (Atwater, Guy-Concordia and Georges-Vanier), a short walk or ride from Montreal's professional hub. Le Shaughnessy's high-end affordable apartments offer comfort and convenience in an urban oasis opposite the Canadian Center for Architecture and Ernest Cormier Esplanade. Priced Competitively, these studio, bachelor and one-bedroom apartments are not to be missed!",2023-07-08 12:06:00,"1230 Rue du Fort, Montréal, QC H3H 2B3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/le-shaughnessy-studio-1-5-apartment-for-rent/1665519751,0,,0,187.0,ROOFTOP,"{'lat': 45.4908441, 'lng': -73.580271}",Ville-Marie,H3H 2B3
75,Grand 3 1/2 rénové au RDC René-Lévesque Est/Plessis,1100.0,"Grand 3 1/2 au rdc avec entrée indépendante, récemment rénové, face à Radio-Canada, près du CHUM, UQAM, Centre-Ville, Métro et tous les services. Excellent emplacement dans un bel immeuble, quartier effervescent. Disponible immédiatement. Appeler 514 898 8292 pour info ou visite Demandes sérieuses seulement. Références, preuves de revenus et enquête de crédit requises. -------------------------------------------------- Recently renovated ground floor 3 1/2 with own private entry. Perfect for downtown living in a central location, lively neighborhood, near Radio-Canada, CHUM, UQAM, Metro and all amenities. Available immediately. Please call 514 898 8292 to visit. Serious enquiries only. References, proof of income and credit check required.",2023-07-08 11:36:00,"Montreal, QC H2L 2M1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-3-1-2-renove-au-rdc-rene-levesque-est-plessis/1665524035,0,2023-07-01 00:00:00,2,950.0,APPROXIMATE,"{'lat': 45.5191538, 'lng': -73.552222}",Ville-Marie,H2L 2M1
76,1100$premium studio with bathroom and shower+breakfast+gym,1100.0,"Studio in the heart of downtown Montreal, leasing until the end of August. Comes with breakfast included in the downstairs cafeteria, along with a free-to-use 24-hour gym and laundry machines. 24-hour security and lobby are always open. Studio located in the Campus 1 building for 1100$ per month is a steal. Fully furnished with a large bed, a desk, 2-night tables, a couch, a metal chair, and led lights on the roof.",2023-07-12 23:06:00,"420 Rue Sherbrooke O, Montréal, QC H3A 1B4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1100-premium-studio-with-bathroom-and-shower-breakfast-gym/1662619573,0,2023-06-22 00:00:00,0,300.0,ROOFTOP,"{'lat': 45.5069307, 'lng': -73.5714356}",Ville-Marie,H3A 1B4
77,Studio au Centre-Ville - Metro Place-des-Arts,950.0,Vivez dans un excellent emplacement au centre-ville de Montréal. À proximité du campus McGill et de l'avenue du Parc. À 10 min à pied du pied du parc du Mont-Royal.On a plusieurs studio disponible. Faites un visite!,2023-07-07 19:59:00,"175 Rue Sherbrooke O, Montréal, QC H2X 1X5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-au-centre-ville-metro-place-des-arts/1660164546,0,2023-06-01 00:00:00,1,500.0,ROOFTOP,"{'lat': 45.5102613, 'lng': -73.57075209999999}",Le Plateau-Mont-Royal,H2X 1X5
78,Studio dispo MAINTENANT - St-Urbain - Metro PLACE DES ARTS,1050.0,Vivez dans un excellent emplacement au centre-ville de Montréal. À proximité du campus McGill et de l'avenue du Parc. À 10 min à pied du pied du parc du Mont-Royal.,2023-07-07 19:59:00,"175 Rue Sherbrooke O, Montréal, QC H2X 1X5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-dispo-maintenant-st-urbain-metro-place-des-arts/1660929297,0,2023-05-01 00:00:00,1,500.0,ROOFTOP,"{'lat': 45.5102613, 'lng': -73.57075209999999}",Le Plateau-Mont-Royal,H2X 1X5
79,Studio DOWNTOWN - Available Now - Milton Park,930.0,,2023-07-07 19:59:00,"3450 Rue Hutchison, Montreal, QC H2X 2G6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-downtown-available-now-milton-park/1647844551,0,2023-05-01 00:00:00,1,,ROOFTOP,"{'lat': 45.5081274, 'lng': -73.5730289}",Le Plateau-Mont-Royal,H2X 2G6
80,Studio a louer - Milton Park - Metro Place des Arts,900.0,,2023-07-07 19:59:00,"3450 Rue Hutchison, Montreal, QC H2X 2G6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-a-louer-milton-park-metro-place-des-arts/1650649371,0,2023-05-01 00:00:00,1,,ROOFTOP,"{'lat': 45.5081274, 'lng': -73.5730289}",Le Plateau-Mont-Royal,H2X 2G6
81,Studio DOWNTOWN - Available Now - ATWATER,1085.0,,2023-07-07 19:59:00,"1180 Rue du Fort, Montréal, QC H3H 2B4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-downtown-available-now-atwater/1647845007,0,2023-05-01 00:00:00,1,,ROOFTOP,"{'lat': 45.49047669999999, 'lng': -73.579346}",Ville-Marie,H3H 2B4
82,Studio DOWNTOWN - Available July - Metro ATWATER,950.0,"*English will follow*Notre immeuble sur la rue du Fort est parfaitement localisé, proche de toutes les commodités : place Alexis Nihon, Adonis, supermarché PA, marché Atwater, pharmacies, cliniques, musée et encore plus de lieux de divertissements. Profitez du soleil sur les belles terrasses des cafés et restaurants de la rue Sainte Catherine.",2023-07-07 19:59:00,"1190 Rue du Fort, Montréal, QC H3H 2B5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-downtown-available-july-metro-atwater/1658117714,0,2023-07-01 00:00:00,1,455.0,ROOFTOP,"{'lat': 45.490562, 'lng': -73.579583}",Ville-Marie,H3H 2B5
